,fea_title_word_nums,fea_title_num_nums,fea_title_chars_low_nums,fea_title_chars_upp_nums,fea_title_chars_punct_nums,fea_title_stop_nums,fea_body_word_nums,fea_body_num_nums,fea_body_chars_low_nums,fea_body_chars_upp_nums,fea_body_chars_punct_nums,fea_body_stop_nums,fea_word_nums,fea_body_word_density,fea_title_word_density,body_noun_count,body_verb_count,body_adj_count,body_adv_count,body_pron_count,fea_body_total_length,fea_title_total_length,fea_body_upp_vs_length,fea_title_upp_vs_length,fea_body_num_exclamation_marks,fea_body_num_question_marks,fea_body_num_unique_words,fea_body_words_vs_unique,fea_body_word_unique_percent,gulpease,reliability
808,10,0,68,3,1,2,323,26,1465,94,52,133,333,4.811728395061729,6.454545454545454,60,38,18,18,19,1967,82,0.04778851042196238,0.036585365853658534,0,0,226,0.6996904024767802,69.96904024767802,50.3312693498452,1
809,17,0,75,1,3,9,1137,27,5318,113,184,447,1154,4.772407732864675,4.222222222222222,252,197,68,69,83,6844,95,0.01651081239041496,0.010526315789473684,0,2,675,0.5936675461741425,59.36675461741425,59.5716798592788,1
810,10,0,50,3,2,4,327,10,1550,45,34,141,337,4.862804878048781,4.818181818181818,77,51,27,17,19,1976,64,0.02277327935222672,0.046875,0,0,222,0.6788990825688074,67.88990825688073,52.82262996941896,1
811,12,0,59,2,2,5,99,0,523,32,9,38,111,5.55,4.6923076923076925,28,14,7,5,5,663,74,0.048265460030165915,0.02702702702702703,0,0,84,0.8484848484848485,84.84848484848484,51.82828282828283,1
812,8,0,63,4,2,1,411,42,2156,91,70,154,419,5.453883495145631,7.444444444444445,92,31,33,17,22,2792,77,0.03259312320916905,0.05194805194805195,0,0,271,0.6593673965936739,65.93673965936739,49.82725060827251,1
813,18,0,96,3,3,5,506,28,2519,83,65,189,524,5.132149901380671,5.2105263157894735,135,54,47,15,6,3229,120,0.0257045524930319,0.025,1,0,303,0.5988142292490118,59.88142292490119,47.972332015810274,1
814,17,0,112,3,4,3,230,0,1144,65,40,89,247,5.233766233766234,6.388888888888889,60,25,23,13,13,1478,139,0.04397834912043302,0.02158273381294964,2,0,141,0.6130434782608696,61.30434782608695,62.869565217391305,1
815,16,0,76,2,3,8,474,2,2251,77,67,186,490,4.901052631578947,4.588235294117647,105,71,29,37,37,2899,98,0.026560883063125217,0.02040816326530612,0,2,323,0.6814345991561181,68.14345991561181,58.51476793248945,1
816,13,0,55,8,5,4,696,32,3726,86,83,253,709,5.469153515064562,4.5,182,100,70,48,40,4665,83,0.018435155412647373,0.0963855421686747,0,8,464,0.6666666666666666,66.66666666666667,54.502873563218394,1
817,12,0,56,1,2,5,480,34,2471,36,73,176,492,5.212058212058212,4.384615384615385,113,73,36,33,24,3117,70,0.011549566891241578,0.014285714285714285,0,2,306,0.6375,63.75,53.258872651356995,1
818,7,0,58,3,3,1,200,6,1048,61,38,68,207,5.517412935323383,7.625,45,29,17,11,5,1363,72,0.04475421863536317,0.041666666666666664,0,0,156,0.78,78.0,45.95,1
819,16,0,96,4,2,5,372,3,1845,81,62,145,388,5.163538873994638,5.882352941176471,94,44,34,26,20,2372,120,0.03414839797639123,0.03333333333333333,2,0,237,0.6370967741935484,63.70967741935484,60.155913978494624,1
820,17,2,85,2,2,8,972,113,4646,139,104,354,989,4.917780061664954,4.833333333333333,216,102,78,46,31,5992,108,0.023197596795727637,0.018518518518518517,0,0,530,0.5452674897119342,54.52674897119341,52.7037037037037,1
821,12,0,49,4,2,6,183,9,877,40,23,70,195,4.983695652173913,4.076923076923077,32,24,19,7,7,1131,66,0.03536693191865606,0.06060606060606061,0,0,114,0.6229508196721312,62.295081967213115,55.666666666666664,1
822,14,0,81,6,3,2,392,24,2024,69,44,159,406,5.325699745547074,5.8,84,69,25,23,21,2569,105,0.026858699883223043,0.05714285714285714,0,0,246,0.6275510204081632,62.755102040816325,47.34183673469388,1
823,21,0,109,9,5,4,1309,30,6573,144,152,514,1330,5.127480916030534,5.363636363636363,298,210,94,98,70,8290,146,0.017370325693606754,0.06164383561643835,0,1,680,0.5194805194805194,51.94805194805195,51.29946524064171,1
824,12,0,66,2,0,4,286,1,1465,45,46,108,298,5.2613240418118465,5.230769230769231,71,33,30,18,7,1842,79,0.024429967426710098,0.02531645569620253,0,0,201,0.7027972027972028,70.27972027972028,47.88111888111888,1
825,13,4,49,3,1,5,148,39,759,54,38,39,161,5.456375838926174,3.7142857142857144,34,19,19,7,2,1038,69,0.05202312138728324,0.043478260869565216,0,0,115,0.777027027027027,77.70270270270271,54.54054054054054,1
826,11,0,68,3,6,4,717,25,3696,105,91,271,728,5.293871866295264,5.916666666666667,171,89,80,32,27,4663,87,0.02251769247265709,0.034482758620689655,0,0,442,0.6164574616457462,61.64574616457462,47.64714086471409,1
827,8,0,53,1,1,3,601,8,3130,33,87,251,609,5.254152823920266,6.0,147,76,62,44,35,3861,62,0.008547008547008548,0.016129032258064516,0,0,346,0.5757071547420965,57.57071547420965,47.41930116472546,1
828,15,3,72,1,1,4,117,4,599,10,14,43,132,5.161016949152542,4.5625,29,13,16,10,2,750,93,0.013333333333333334,0.010752688172043012,0,0,95,0.811965811965812,81.19658119658119,47.97435897435897,1
829,8,0,70,3,4,0,482,31,2494,57,56,188,490,5.2815734989648035,8.11111111111111,116,71,29,22,21,3124,86,0.01824583866837388,0.03488372093023256,0,0,312,0.6473029045643154,64.73029045643153,46.88381742738589,1
830,10,2,50,4,2,3,759,91,4015,62,101,265,769,5.364473684210527,4.909090909090909,211,91,64,40,25,5058,67,0.012257809410834321,0.05970149253731343,0,0,407,0.5362318840579711,53.6231884057971,43.87483530961792,1
831,11,3,57,4,2,2,1399,36,6893,190,204,547,1410,5.059285714285714,5.083333333333333,331,218,107,97,84,8802,76,0.021586003181095204,0.05263157894736842,0,17,756,0.540385989992852,54.038598999285206,58.15654038598999,1
832,12,0,57,5,2,6,218,4,1082,46,37,82,230,5.1506849315068495,4.769230769230769,49,34,17,16,8,1400,75,0.032857142857142856,0.06666666666666667,0,0,162,0.7431192660550459,74.31192660550458,52.669724770642205,1
833,15,1,67,4,3,5,265,6,1343,26,33,120,280,5.146616541353383,4.4375,70,52,10,16,19,1680,89,0.015476190476190477,0.0449438202247191,0,0,177,0.6679245283018868,66.79245283018868,51.301886792452834,1
834,11,0,61,2,2,3,90,14,424,36,21,20,101,5.054945054945055,5.25,19,7,12,12,0,585,75,0.06153846153846154,0.02666666666666667,0,0,82,0.9111111111111111,91.11111111111111,71.44444444444444,1
835,9,0,46,2,2,2,451,16,2277,54,60,167,460,5.157079646017699,4.8,104,59,49,44,10,2877,58,0.018769551616266946,0.034482758620689655,0,1,265,0.5875831485587583,58.75831485587583,48.644444444444446,1
836,11,0,51,3,0,5,151,2,735,34,22,56,162,5.059210526315789,4.5,33,14,11,4,6,952,64,0.03571428571428571,0.046875,0,0,107,0.7086092715231788,70.86092715231788,48.5364238410596,1
837,27,0,145,6,5,9,8790,962,43886,1503,1159,3033,8817,5.163121374132635,5.392857142857143,2003,1117,667,414,338,57131,187,0.026307958901472056,0.03208556149732621,0,5,3257,0.37053469852104665,37.05346985210466,54.93401592718999,1
838,16,0,72,4,3,5,314,2,1459,55,41,128,330,4.806349206349206,4.470588235294118,53,50,15,16,28,1888,94,0.02913135593220339,0.0425531914893617,0,4,196,0.6242038216560509,62.4203821656051,53.45859872611465,1
839,20,0,85,7,3,7,775,76,3491,186,136,286,795,4.73840206185567,4.380952380952381,171,84,57,39,28,4678,114,0.03976058144506199,0.06140350877192982,0,0,449,0.5793548387096774,57.935483870967744,55.593548387096774,1
840,14,5,60,2,2,4,581,18,2820,102,67,228,595,5.020618556701031,4.133333333333334,142,70,47,41,31,3599,82,0.028341205890525144,0.024390243902439025,0,0,371,0.6385542168674698,63.855421686746986,52.545611015490536,1
841,15,6,67,3,1,3,535,68,2464,74,84,173,550,4.735074626865671,4.375,141,54,50,25,15,3233,91,0.022888957624497372,0.03296703296703297,0,2,318,0.594392523364486,59.4392523364486,57.426966292134836,1
842,14,2,59,2,4,5,720,24,3733,89,79,299,734,5.300970873786408,4.066666666666666,177,103,59,44,25,4689,80,0.018980592876946045,0.025,0,0,438,0.6083333333333333,60.833333333333336,46.27777777777778,1
843,11,0,60,1,2,5,164,7,1075,29,26,46,175,6.6909090909090905,5.083333333333333,62,3,32,3,0,1302,74,0.02227342549923195,0.013513513513513514,0,0,101,0.6158536585365854,61.58536585365854,24.950920245398777,1
844,14,4,63,2,4,6,403,19,1972,31,30,170,417,4.957920792079208,4.333333333333333,81,58,31,30,11,2467,86,0.01256586947709769,0.023255813953488372,0,0,251,0.6228287841191067,62.28287841191067,51.67990074441688,1
845,11,0,56,1,3,2,3111,152,16729,403,461,1081,3122,5.505141388174807,4.75,854,390,366,138,98,20879,70,0.019301690693998754,0.014285714285714285,0,56,1222,0.3927997428479589,39.279974284795884,46.0041787206686,1
846,5,0,30,2,1,1,709,0,3887,41,87,291,714,5.532394366197183,5.333333333333333,164,100,78,61,46,4753,37,0.008626130864717021,0.05405405405405406,0,0,449,0.6332863187588152,63.32863187588152,44.7968970380818,1
847,21,0,95,9,3,6,325,8,1645,63,48,121,346,5.2392638036809815,4.7272727272727275,68,41,24,15,12,2103,128,0.029957203994293864,0.0703125,0,0,235,0.7230769230769231,72.3076923076923,52.41538461538462,1
848,11,0,58,1,0,5,295,5,1504,36,63,113,306,5.202702702702703,4.916666666666667,80,34,30,12,4,1907,69,0.018877818563188254,0.014492753623188406,0,0,197,0.6677966101694915,66.77966101694915,45.02040816326531,1
849,17,0,84,1,2,7,409,13,2016,66,57,155,426,5.078048780487805,4.722222222222222,98,52,33,27,25,2583,103,0.025551684088269456,0.009708737864077669,0,0,282,0.6894865525672371,68.94865525672371,53.76772616136919,1
850,11,0,70,3,3,3,390,23,1991,120,63,128,401,5.398976982097187,6.083333333333333,74,48,34,21,8,2601,88,0.0461361014994233,0.03409090909090909,0,0,247,0.6333333333333333,63.333333333333336,46.0,1
851,9,0,44,2,2,3,56,0,295,7,9,21,65,5.298245614035087,4.6,13,9,5,1,5,371,56,0.018867924528301886,0.03571428571428571,0,0,51,0.9107142857142857,91.07142857142857,46.142857142857146,1
852,14,0,64,3,3,4,745,5,3808,65,60,283,759,5.1916890080428955,4.466666666666667,202,118,58,45,35,4702,83,0.013823904721395152,0.03614457831325301,0,0,383,0.5140939597315436,51.40939597315436,54.369127516778526,1
853,12,0,63,1,4,4,815,11,4130,54,96,326,827,5.127450980392157,4.923076923076923,193,122,52,72,57,5143,80,0.01049970834143496,0.0125,0,3,512,0.6282208588957056,62.82208588957055,50.97546012269939,1
854,17,0,72,3,4,7,655,17,3353,109,85,244,672,5.277439024390244,4.166666666666667,139,80,61,42,21,4227,95,0.02578660988881003,0.031578947368421054,0,0,406,0.6198473282442748,61.98473282442748,48.37404580152672,1
855,11,0,60,4,3,1,121,6,594,39,23,37,132,5.188524590163935,5.333333333333333,30,15,8,10,4,783,77,0.04980842911877394,0.05194805194805195,0,0,102,0.8429752066115702,84.29752066115702,52.30578512396694,1
856,11,0,71,2,2,4,611,5,3157,57,96,238,622,5.251633986928105,6.083333333333333,142,88,60,56,22,3939,85,0.014470677837014471,0.023529411764705882,0,0,339,0.5548281505728314,55.48281505728314,53.680851063829785,1
857,6,0,40,2,1,2,404,2,2155,43,42,153,410,5.42716049382716,6.0,94,61,38,26,18,2664,48,0.01614114114114114,0.041666666666666664,0,0,275,0.6806930693069307,68.06930693069307,51.45049504950495,1
858,22,0,108,2,3,7,953,19,5353,117,123,345,975,5.733752620545073,4.782608695652174,299,81,117,40,30,6585,134,0.01776765375854214,0.014925373134328358,0,0,478,0.5015739769150053,50.15739769150053,39.13641133263379,1
859,11,2,55,1,2,3,691,22,3374,137,86,273,702,5.073699421965318,4.666666666666667,185,86,32,37,27,4340,70,0.031566820276497695,0.014285714285714285,0,2,434,0.6280752532561505,62.80752532561505,53.211287988422576,1
860,7,0,44,3,1,2,360,31,1970,72,50,131,367,5.6565096952908585,5.875,96,34,33,9,10,2498,54,0.028823058446757407,0.05555555555555555,0,0,210,0.5833333333333334,58.333333333333336,41.77777777777778,1
861,5,0,28,1,1,2,298,20,1471,73,69,96,303,5.1638795986622075,4.833333333333333,73,37,25,10,11,1946,34,0.03751284686536485,0.029411764705882353,0,0,219,0.7348993288590604,73.48993288590604,47.557046979865774,1
862,17,0,82,4,5,6,642,15,3309,121,101,260,659,5.334370139968896,4.777777777777778,126,92,62,50,50,4204,109,0.02878211227402474,0.03669724770642202,0,0,385,0.5996884735202492,59.96884735202492,49.09345794392523,1
863,14,0,76,5,3,4,232,4,1196,40,23,94,246,5.304721030042918,5.4,48,30,10,9,7,1505,100,0.026578073089700997,0.05,1,0,167,0.7198275862068966,71.98275862068965,44.991379310344826,1
864,11,0,64,2,2,4,330,2,1843,41,35,124,341,5.691842900302115,5.5,66,48,23,22,15,2277,80,0.018006148440931048,0.025,0,0,222,0.6727272727272727,67.27272727272727,42.27272727272727,1
865,14,0,79,4,2,2,226,0,1169,24,26,93,240,5.255506607929515,5.533333333333333,65,23,20,16,8,1448,98,0.016574585635359115,0.04081632653061224,0,0,172,0.7610619469026548,76.10619469026548,48.336283185840706,1
866,10,0,67,1,4,3,705,65,3510,73,90,278,715,5.075070821529745,6.181818181818182,172,93,58,70,32,4470,81,0.016331096196868008,0.012345679012345678,0,1,441,0.625531914893617,62.5531914893617,54.90070921985816,1
867,13,0,67,4,3,6,865,0,4032,62,140,359,878,4.727482678983834,5.071428571428571,171,164,59,69,79,5120,88,0.012109375,0.045454545454545456,0,6,524,0.6057803468208093,60.578034682080926,57.832369942196536,1
868,9,0,38,3,4,3,489,19,2359,52,68,209,498,4.920408163265306,4.1,119,77,34,24,45,3011,53,0.017270009963467288,0.05660377358490566,0,6,328,0.6707566462167689,67.07566462167689,55.359918200409,1
869,13,0,76,1,2,5,247,17,1206,20,28,89,260,4.943548387096774,5.5,60,37,14,18,13,1525,91,0.013114754098360656,0.01098901098901099,0,0,174,0.7044534412955465,70.44534412955466,53.12955465587044,1
870,11,0,70,3,2,4,275,9,1399,79,51,88,286,5.355072463768116,6.083333333333333,65,33,25,13,5,1817,85,0.043478260869565216,0.03529411764705882,0,0,201,0.730909090909091,73.0909090909091,45.54545454545455,1
871,17,0,86,6,3,5,639,5,3233,87,81,250,656,5.1875,5.111111111111111,136,95,74,44,33,4095,113,0.021245421245421246,0.05309734513274336,0,4,409,0.6400625978090767,64.00625978090767,53.97652582159625,1
872,11,0,48,1,0,5,801,7,4345,89,100,317,812,5.528678304239402,4.083333333333333,179,107,88,61,50,5367,61,0.016582820942798584,0.01639344262295082,0,9,495,0.6179775280898876,61.79775280898876,47.61423220973783,1
873,17,0,100,7,7,4,493,19,2494,73,71,199,510,5.196356275303644,5.944444444444445,106,74,35,38,30,3169,132,0.023035657936257496,0.05303030303030303,0,0,326,0.6612576064908722,66.12576064908723,45.93711967545639,1
875,10,0,46,1,1,5,443,3,2176,66,85,182,453,5.04954954954955,4.2727272727272725,110,57,41,31,34,2784,58,0.023706896551724137,0.017241379310344827,0,1,308,0.6952595936794582,69.52595936794583,54.203619909502265,1
876,12,0,78,3,2,4,1489,10,7277,155,184,647,1501,4.987919463087248,6.230769230769231,316,248,88,125,115,9171,96,0.016901101297568423,0.03125,0,16,769,0.5164539959704499,51.645399597045,51.87441235728677,1
877,11,3,54,2,2,4,129,19,547,56,25,42,140,4.638461538461539,4.666666666666667,21,16,11,15,7,778,71,0.07197943444730077,0.028169014084507043,0,0,109,0.8449612403100775,84.49612403100775,53.96124031007752,1
878,8,1,46,3,2,0,452,91,2082,74,84,155,460,4.7593818984547465,5.444444444444445,115,40,29,24,8,2789,59,0.026532807457870206,0.05084745762711865,0,0,313,0.6924778761061947,69.24778761061947,62.91592920353982,1
879,14,0,75,4,2,4,42,0,194,9,8,17,56,4.72093023255814,5.266666666666667,10,5,2,1,1,253,95,0.03557312252964427,0.042105263157894736,0,0,38,0.9047619047619048,90.47619047619048,56.142857142857146,1
880,14,5,70,4,4,3,778,47,3825,141,135,291,792,5.091142490372272,4.933333333333334,159,112,52,56,33,4959,96,0.028433151845130067,0.041666666666666664,0,0,480,0.6169665809768637,61.696658097686374,52.58611825192802,1
881,12,2,62,2,1,4,174,21,849,30,34,66,186,5.022857142857143,4.923076923076923,40,23,10,12,14,1107,78,0.02710027100271003,0.02564102564102564,0,1,141,0.8103448275862069,81.03448275862068,57.79310344827586,1
882,18,0,78,2,4,7,721,66,3930,82,85,273,739,5.556786703601108,4.2105263157894735,169,103,79,44,34,4920,103,0.016666666666666666,0.019417475728155338,0,2,434,0.6019417475728155,60.19417475728155,46.39251040221914,1
883,15,4,76,2,3,5,379,41,1882,42,50,137,394,5.063157894736842,4.875,90,50,39,24,17,2400,99,0.0175,0.020202020202020204,0,0,237,0.6253298153034301,62.53298153034301,54.54089709762533,1
884,14,7,67,5,4,3,188,88,825,18,47,61,202,4.4603174603174605,4.8,39,22,20,14,4,1166,96,0.015437392795883362,0.052083333333333336,0,0,134,0.7127659574468085,71.27659574468085,79.47872340425532,1
886,8,0,52,3,2,2,331,12,1641,29,25,137,339,5.030120481927711,6.111111111111111,93,39,29,12,7,2051,64,0.014139444173573866,0.046875,0,0,207,0.6253776435045317,62.53776435045317,49.21148036253776,1
887,12,1,69,3,3,2,343,16,1715,69,36,119,355,5.186046511627907,5.538461538461538,62,31,29,16,15,2187,89,0.03155006858710562,0.033707865168539325,0,0,220,0.641399416909621,64.1399416909621,46.84256559766764,1
888,10,0,60,4,2,3,687,84,3373,77,62,263,697,5.0145348837209305,5.818181818181818,166,86,51,28,29,4329,75,0.017787017787017786,0.05333333333333334,0,0,390,0.5676855895196506,56.76855895196506,49.538573508005825,1
889,9,0,46,3,3,3,318,6,1703,31,38,122,327,5.435736677115988,4.9,72,43,39,6,13,2106,61,0.014719848053181387,0.04918032786885246,0,0,214,0.6729559748427673,67.29559748427673,44.9748427672956,1
890,14,3,53,4,2,3,786,129,3665,273,103,210,800,5.0038119440914866,3.8,169,71,93,13,17,4991,75,0.0546984572230014,0.05333333333333334,0,0,339,0.4312977099236641,43.12977099236641,54.30534351145038,1
891,14,1,70,4,2,5,507,24,2792,64,64,180,521,5.622047244094488,4.933333333333334,153,58,57,15,16,3479,92,0.018396090830698476,0.043478260869565216,0,0,304,0.5996055226824457,59.96055226824458,44.8974358974359,1
892,9,0,49,2,1,4,102,2,489,23,15,41,111,4.970873786407767,5.1,22,18,5,3,4,633,62,0.036334913112164295,0.03225806451612903,0,0,83,0.8137254901960784,81.37254901960785,53.45544554455446,1
893,12,0,66,3,2,4,796,40,3907,117,101,297,808,5.048933500627353,5.3076923076923075,199,93,66,51,28,5002,82,0.023390643742503,0.036585365853658534,0,1,453,0.5690954773869347,56.90954773869347,49.02512562814071,1
894,13,0,76,3,1,5,100,9,534,59,17,35,113,5.871287128712871,5.642857142857143,28,14,6,6,2,721,92,0.08183079056865465,0.03260869565217391,0,0,82,0.82,82.0,50.8,1
895,9,3,47,2,1,3,408,24,2131,64,50,154,417,5.3667481662591685,4.9,94,54,30,19,15,2703,61,0.023677395486496486,0.03278688524590164,0,1,250,0.6127450980392157,61.27450980392157,41.5061425061425,1
896,15,0,101,4,2,4,658,26,3765,62,74,238,673,5.8072837632776935,6.5625,192,75,72,35,17,4616,121,0.013431542461005199,0.03305785123966942,0,0,402,0.6109422492401215,61.09422492401216,43.027355623100306,1
897,12,0,63,2,1,5,355,3,1958,52,41,139,367,5.646067415730337,5.0,83,52,31,23,15,2421,77,0.0214787277984304,0.025974025974025976,0,0,220,0.6197183098591549,61.971830985915496,45.816901408450704,1
898,11,0,60,2,1,4,738,11,3654,65,83,322,749,5.032476319350474,5.166666666666667,168,113,62,52,38,4550,73,0.014285714285714285,0.0273972602739726,0,4,388,0.5257452574525745,52.57452574525745,52.929539295392956,1
899,17,0,75,2,2,8,676,6,3509,59,92,260,693,5.270310192023634,4.277777777777778,141,117,45,55,42,4365,95,0.013516609392898053,0.021052631578947368,1,3,391,0.5784023668639053,57.84023668639053,50.87869822485207,1
900,19,0,105,5,3,5,452,16,2578,33,38,163,471,5.763796909492274,5.5,145,45,47,10,12,3160,134,0.010443037974683544,0.03731343283582089,0,0,286,0.6327433628318584,63.27433628318584,42.27433628318584,1
901,21,0,108,6,4,6,1114,15,5643,124,155,444,1135,5.17219730941704,5.181818181818182,244,192,83,73,78,7079,141,0.017516598389603052,0.0425531914893617,0,15,633,0.5682226211849192,56.82226211849192,55.35547576301616,1
902,8,0,45,2,1,2,521,128,2554,87,102,173,529,5.059386973180077,5.222222222222222,118,63,43,31,17,3411,55,0.025505716798592787,0.03636363636363636,0,0,312,0.5988483685220729,59.88483685220729,53.107485604606524,1
903,11,2,58,5,2,1,626,103,3066,69,105,245,637,5.0,5.25,139,80,40,39,18,3994,80,0.01727591387080621,0.0625,0,0,342,0.5463258785942492,54.63258785942492,52.13099041533546,1
904,21,3,111,3,2,6,230,0,1144,65,40,89,251,5.233766233766234,5.181818181818182,60,25,23,13,13,1478,141,0.04397834912043302,0.02127659574468085,2,0,141,0.6130434782608696,61.30434782608695,62.869565217391305,1
905,22,2,107,4,1,7,466,24,2225,71,47,181,488,4.916488222698073,4.826086956521739,98,56,37,33,24,2856,136,0.024859943977591035,0.029411764705882353,0,1,277,0.5944206008583691,59.44206008583691,50.437768240343345,1
906,23,2,99,6,3,8,704,71,3432,109,67,243,727,5.022695035460993,4.375,160,84,70,31,19,4437,134,0.024566148298399818,0.04477611940298507,0,1,416,0.5909090909090909,59.09090909090909,49.85227272727273,1
907,12,0,51,6,4,3,136,2,635,44,18,52,148,4.956204379562044,4.384615384615385,27,15,8,8,7,840,72,0.05238095238095238,0.08333333333333333,0,0,110,0.8088235294117647,80.88235294117646,54.661764705882355,1
908,12,0,61,3,1,6,787,24,4329,94,105,294,799,5.612944162436548,4.923076923076923,201,92,93,38,32,5377,76,0.017481867212200113,0.039473684210526314,0,3,446,0.5667090216010165,56.670902160101654,41.249047013977126,1
909,13,10,55,2,4,4,141,44,625,56,30,37,154,4.795774647887324,4.071428571428571,29,10,7,1,9,897,83,0.06243032329988852,0.024096385542168676,0,0,70,0.49645390070921985,49.645390070921984,45.02836879432624,1
910,18,5,103,3,3,5,629,58,3159,84,65,252,647,5.147619047619048,5.578947368421052,168,77,42,24,21,4028,131,0.020854021847070508,0.022900763358778626,0,0,334,0.5310015898251192,53.10015898251192,47.314785373608906,1
911,14,0,70,3,2,6,633,26,3222,114,84,221,647,5.261829652996846,4.866666666666666,141,86,79,24,22,4117,90,0.02769006558173427,0.03333333333333333,0,1,430,0.6793048973143759,67.9304897314376,48.14691943127962,1
912,17,0,72,4,3,7,1179,27,6060,120,145,471,1196,5.237288135593221,4.222222222222222,305,163,69,80,51,7561,95,0.015870916545430498,0.042105263157894736,0,0,654,0.55470737913486,55.470737913486005,48.10093299406277,1
913,10,0,43,2,2,3,329,4,1460,82,41,124,339,4.672727272727273,4.090909090909091,68,44,28,37,11,1926,56,0.04257528556593977,0.03571428571428571,0,0,216,0.6565349544072948,65.65349544072949,55.32218844984803,1
914,10,2,55,2,1,3,140,30,615,56,45,34,150,4.75886524822695,5.181818181818182,30,13,6,3,0,892,71,0.06278026905829596,0.028169014084507043,0,0,112,0.8,80.0,47.57142857142857,1
915,7,0,43,1,2,2,482,21,2361,67,58,187,489,5.0269151138716355,5.5,126,54,38,29,17,3011,52,0.02225174360677516,0.019230769230769232,0,5,276,0.5726141078838174,57.261410788381745,46.468879668049794,1
916,13,2,56,2,2,5,468,4,2352,60,41,188,481,5.142857142857143,4.142857142857143,101,67,26,45,27,2945,75,0.02037351443123939,0.02666666666666667,0,1,301,0.6431623931623932,64.31623931623932,46.99145299145299,1
917,18,2,68,3,3,8,328,18,1659,60,42,124,346,5.224924012158055,3.736842105263158,87,41,23,9,12,2119,94,0.028315243039169418,0.031914893617021274,0,1,186,0.5670731707317073,56.707317073170735,45.920731707317074,1
918,10,0,57,1,5,2,896,8,4600,119,88,338,906,5.260869565217392,5.2727272727272725,226,121,81,57,43,5741,72,0.02072809615049643,0.013888888888888888,0,0,499,0.5569196428571429,55.691964285714285,49.357142857142854,1
919,6,0,42,2,2,0,751,9,3851,111,87,278,757,5.2686170212765955,6.285714285714286,202,99,64,55,28,4844,51,0.02291494632535095,0.0392156862745098,0,1,421,0.5605858854860186,56.05858854860186,47.57523302263648,1
920,13,0,72,5,3,2,372,0,1796,79,50,147,385,5.02680965147453,5.5,89,51,26,27,26,2300,94,0.03434782608695652,0.05319148936170213,2,1,235,0.6317204301075269,63.17204301075269,59.83333333333333,1
921,11,2,58,2,2,4,797,6,4123,123,106,308,808,5.320802005012531,5.0,228,111,60,31,23,5154,74,0.023864959254947613,0.02702702702702703,0,0,416,0.5219573400250941,52.19573400250941,53.56712672521957,1
922,14,0,66,1,1,6,647,26,3250,107,85,253,661,5.180555555555555,4.466666666666667,166,82,51,36,34,4153,81,0.0257645075848784,0.012345679012345678,0,2,415,0.6414219474497682,64.14219474497682,56.15610510046368,1
923,5,0,36,2,1,1,292,17,1456,26,26,114,297,5.0580204778157,6.333333333333333,81,38,12,9,5,1826,43,0.014238773274917854,0.046511627906976744,0,0,176,0.6027397260273972,60.273972602739725,46.636986301369866,1
924,11,0,73,4,1,2,308,4,1760,59,25,106,319,5.88673139158576,6.416666666666667,84,39,28,17,8,2175,89,0.027126436781609194,0.0449438202247191,0,0,208,0.6753246753246753,67.53246753246754,38.09090909090909,1
925,11,0,59,2,1,5,530,30,2787,59,71,198,541,5.3596986817325805,5.083333333333333,138,66,51,24,16,3478,72,0.01696377228292122,0.027777777777777776,0,0,354,0.6679245283018868,66.79245283018868,46.22117202268431,1
926,11,3,35,3,1,3,1706,33,8789,182,253,688,1717,5.255418863503222,3.1666666666666665,414,234,123,78,93,10977,52,0.016580122073426254,0.057692307692307696,0,0,851,0.4988276670574443,49.88276670574443,49.3516998827667,1
927,9,0,48,3,1,3,164,13,822,37,30,56,173,5.206060606060606,5.1,38,19,15,11,4,1069,60,0.03461178671655753,0.05,0,0,131,0.7987804878048781,79.8780487804878,51.5,1
928,11,0,75,2,2,2,138,0,725,36,16,53,149,5.474820143884892,6.416666666666667,39,19,4,4,0,915,89,0.03934426229508197,0.02247191011235955,0,0,106,0.7681159420289855,76.81159420289855,47.11594202898551,1
929,8,0,48,1,1,3,1044,31,5540,104,140,426,1052,5.400956937799043,5.444444444444445,236,140,100,90,72,6889,58,0.015096530701117723,0.017241379310344827,0,2,580,0.5555555555555556,55.55555555555556,45.70498084291188,1
930,13,8,47,2,3,4,69,34,253,9,24,27,82,3.742857142857143,3.5,10,9,1,8,3,392,72,0.02295918367346939,0.027777777777777776,0,0,54,0.782608695652174,78.26086956521739,86.10144927536231,1
931,7,0,61,3,1,1,577,11,2935,76,60,247,584,5.209342560553633,8.0,146,68,55,23,26,3678,75,0.02066340402392605,0.04,0,1,353,0.6117850953206239,61.17850953206239,49.121317157712305,1
932,14,1,61,4,2,5,166,16,785,55,31,49,180,5.029940119760479,4.333333333333333,31,18,15,4,4,1059,83,0.05193578847969783,0.04819277108433735,0,0,139,0.8373493975903614,83.73493975903614,53.27710843373494,1
933,14,3,71,3,4,2,662,26,3603,139,76,234,676,5.644042232277527,4.933333333333334,165,76,83,18,14,4532,94,0.030670785525154457,0.031914893617021274,0,0,407,0.6148036253776435,61.48036253776435,45.45015105740181,1
934,13,2,75,1,3,6,598,11,3003,62,86,216,611,5.116861435726211,5.428571428571429,143,75,46,46,30,3795,93,0.016337285902503294,0.010752688172043012,0,0,380,0.6354515050167224,63.54515050167224,48.83277591973244,1
